,date,btc,Gold,Dollar,SnP
509,2019-07-30,0.0913692080478637,0.5500208323688717,0.286112003426491,0.5653388154066947
510,2019-07-31,0.0986144203937445,0.5481690662469328,0.2911446621693971,0.5589775416004034
511,2019-08-01,0.10282801106242843,0.5456691819823156,0.289538494485491,0.5537799154416042
512,2019-08-02,0.1049567000112616,0.5572890143974815,0.2863261591176784,0.54961017803809
513,2019-08-05,0.12363138079019921,0.5660849034766908,0.2804368776100225,0.5326597106396183
514,2019-08-06,0.11866439221108192,0.569649553261423,0.2816147339115535,0.5398549319266126
515,2019-08-07,0.12572386657258616,0.5860376834405813,0.28065103330121,0.540281602730693
516,2019-08-08,0.12607788488795407,0.5813619739826859,0.2815076560659599,0.5507738256855823
517,2019-08-09,0.1243638867547782,0.5808990324522012,0.2801156440732413,0.5470113649586904
518,2019-08-12,0.11743935146821012,0.5849266237674181,0.2789377877717101,0.5402428144757767
519,2019-08-13,0.11023635230059674,0.5834915050229155,0.2835421351322411,0.5484853186455141
520,2019-08-14,0.09818284430678022,0.5898338039905558,0.2854695363529285,0.5318645514138318
521,2019-08-15,0.10166807878095209,0.5914078051942039,0.2870757040368348,0.5332221403359062
522,2019-08-16,0.10220626102998152,0.5878894495625201,0.2870757040368348,0.5411931267212287
523,2019-08-19,0.11056303937173055,0.5823341511967037,0.2893243387943034,0.5479810713316007
524,2019-08-20,0.10834462953213918,0.584232211471691,0.2876110932648035,0.543481633761297
525,2019-08-21,0.09950218499703577,0.584232211471691,0.2887889495663347,0.5481168302238082
526,2019-08-22,0.0988913102240747,0.5808990324522012,0.287396937573616,0.5478259183119351
527,2019-08-23,0.10303635813889393,0.5943706309893059,0.2817218117571474,0.5331251696986151
528,2019-08-26,0.1027888028900716,0.5941854543771121,0.2864332369632723,0.5391955315930336
529,2019-08-27,0.10011005476408628,0.6009444007221887,0.2855766141985223,0.5374112718668786
530,2019-08-28,0.09346970717934548,0.5996944585898799,0.2878252489559909,0.5410379737015631
531,2019-08-29,0.09028497329622963,0.5940465719179667,0.2910375843238035,0.5481556184787245
532,2019-08-30,0.0915170257195594,0.5905745104393314,0.2954277759931469,0.5485241069004305
533,2019-09-02,0.10232731983952124,0.602842460997176,0.2954277759931469,0.5455858965905124
534,2019-09-03,0.10626645330170732,0.6014073422526733,0.2962843987578969,0.544606493153873
535,2019-09-04,0.10557587432435663,0.6049256978843571,0.290395117250241,0.5507156433032078
536,2019-09-05,0.10553967115791034,0.588769038470441,0.2899668058678659,0.5581241999922423
537,2019-09-06,0.10173676463033633,0.5841396231655941,0.2897526501766785,0.5586478414336138
538,2019-09-09,0.10179958356341902,0.5821026804314614,0.2885747938751473,0.5585896590512393
539,2019-09-10,0.09886655469919246,0.5765936762186935,0.289110183103116,0.5587836003258213
540,2019-09-11,0.09972770353584735,0.5784454423406323,0.2924295963165222,0.5629533377293355
541,2019-09-12,0.1034006793316695,0.5803897967686681,0.2888960274119285,0.5646406268181994
542,2019-09-13,0.10235679751654862,0.5767325586778389,0.2883606381839598,0.5642139560141188
543,2019-09-16,0.10105820567662786,0.5822878570436553,0.2921083627797409,0.5623909080330475
544,2019-09-17,0.10014969222300178,0.5831674459515762,0.2883606381839598,0.5638842558473294
545,2019-09-18,0.09970852873622758,0.5842785056247395,0.2915729735517722,0.5640781971219114
546,2019-09-19,0.10095775262190344,0.5798342669320864,0.2884677160295534,0.5640975912493696
547,2019-09-20,0.09987451953890618,0.5839544465534001,0.2910375843238035,0.5612466545130134
548,2019-09-23,0.0932014030801883,0.5915466876533493,0.2920012849341471,0.5611884721306388
549,2019-09-24,0.07589958071581815,0.5955742789685662,0.2892172609487098,0.5563011520111709
550,2019-09-25,0.07499679108297407,0.582658210268043,0.296712710140272,0.5598502773360226
551,2019-09-26,0.06975491601080026,0.5840007407064487,0.2976764107506155,0.5584345060315735
552,2019-09-27,0.07138878065302785,0.5799268552381833,0.2974622550594281,0.5553702338931771
553,2019-09-30,0.07298329402737903,0.564418313966946,0.3003533568904593,0.5582599588844497
554,2019-10-01,0.0730276536384397,0.5718716726077495,0.2976764107506155,0.5511811023622046
555,2019-10-02,0.07399354839540555,0.5806212675339104,0.2964985544490843,0.5409797913191885
556,2019-10-03,0.07204773552055788,0.5833526225637701,0.2947853089195846,0.5454404406345758
557,2019-10-04,0.07080523712430092,0.5829359751863339,0.2942499196916157,0.553469609402273
558,2019-10-07,0.07156307099584036,0.5790009721772139,0.2959631652211156,0.5509095845777898
559,2019-10-08,0.07125255371841578,0.5787695014119716,0.2976764107506155,0.5420464683293897
560,2019-10-09,0.07686690642797953,0.5828896810332854,0.2975693329050219,0.5471471238508979
561,2019-10-10,0.07682812754218135,0.5773806768205175,0.2930720633900847,0.5507738256855823
562,2019-10-11,0.0725419874450853,0.5717327901486041,0.2887889495663347,0.5570187347271246
563,2019-10-14,0.07382555425545327,0.575852969769918,0.290395117250241,0.556223575501338
564,2019-10-15,0.07112233679562482,0.5693254941900837,0.2886818717207411,0.5619448431015087
565,2019-10-16,0.06872477136555624,0.574186380260173,0.2855766141985223,0.5607811954540164
566,2019-10-17,0.06985293644169237,0.5761770288412572,0.2814005782203661,0.5623715139055894
567,2019-10-18,0.06808470510660689,0.5742326744132215,0.2778670093157727,0.5601024009929793
568,2019-10-21,0.07166581357887762,0.5714550252303132,0.2784023985437414,0.5640781971219114
569,2019-10-22,0.06912915930380595,0.5711772603120225,0.2805439554556161,0.5620030254838834
570,2019-10-23,0.061210539442920556,0.574973380861997,0.2801156440732413,0.5636515263178309
571,2019-10-24,0.060434818631437306,0.5791398546363593,0.2816147339115535,0.5647763857104069
572,2019-10-25,0.07821601098630161,0.5794176195546501,0.2837562908234285,0.5671618633877661
