date,btc,Gold,Dollar,SnP
2022-01-10,0.5528276461688536,0.5733291886851104,0.28996865203761724,0.8063970831952272
2022-01-11,0.5658035478816927,0.5917003419334785,0.2754702194357366,0.8205833609545907
2022-01-12,0.5825939468591894,0.5999067454149829,0.24804075235109702,0.824991713622804
2022-01-13,0.5633826578819374,0.5944047248989743,0.2429467084639496,0.8026516407026847
2022-01-14,0.5705352874266689,0.5898352502331365,0.25783699059561105,0.8039443155452435
2022-01-17,0.5582528266015716,0.5860118122474356,0.26136363636363624,0.782615180643023
2022-01-18,0.5604064141708066,0.5875971401927262,0.2797805642633229,0.7755054690089493
2022-01-19,0.5505026301671971,0.6147342244327014,0.2711598746081503,0.7608220086178323
2022-01-20,0.536492147848008,0.6141746969225987,0.28017241379310276,0.7442161087172687
2022-01-21,0.47588260958719947,0.6041032017407524,0.2762539184952977,0.7161087172688099
2022-01-24,0.4789597356396133,0.6133354056574449,0.28722570532915315,0.7201524693404044
2022-01-25,0.4832235528356595,0.6234069008392913,0.288401253918495,0.7023533311236325
2022-01-26,0.48109171578539617,0.6021448554553934,0.3056426332288398,0.7001988730527013
2022-01-27,0.48611093422914936,0.5680136773391358,0.3393416927899682,0.6924428239973484
2022-01-28,0.4940736275100564,0.5619521293130245,0.3401253918495293,0.7273781902552203
2022-01-31,0.5048106567240085,0.5710910786447003,0.3115203761755483,0.75512098110706
2022-02-01,0.5080687986086536,0.575847062480572,0.3056426332288398,0.7653629433211799
2022-02-02,0.48233693299652464,0.5840534659620766,0.28800940438871425,0.7795823665893271
2022-02-03,0.48827897444585905,0.5782716816910165,0.2660658307210024,0.7424593967517401
2022-02-04,0.5492754429915321,0.5817221013366491,0.2703761755485887,0.7501160092807424
2022-02-07,0.5816971672381663,0.5947777432390426,0.266849529780564,0.7446138548226715
2022-02-08,0.5846020062850414,0.6004662729250856,0.2762539184952977,0.7570765661252901
2022-02-09,0.58932029485118,0.608579421821573,0.2703761755485887,0.7788531653960888
2022-02-10,0.5767668111120541,0.6093254585017098,0.2727272727272725,0.7513092475969507
2022-02-11,0.5607156435885553,0.6137084239975132,0.29349529780564243,0.7229698375870071
2022-02-14,0.5630367960111838,0.6391669257071808,0.3048589341692787,0.7173682466025852
2022-02-15,0.5917835411247222,0.6268573204849239,0.28996865203761724,0.740371229698376
2022-02-16,0.5821775388972974,0.6411252719925398,0.278605015673981,0.7416639045409348
2022-02-17,0.5341280667695142,0.6695679204227543,0.2825235109717865,0.7102751077229037
2022-02-18,0.5263828786783241,0.6675163195523781,0.2919278996865202,0.6998674179648656
2022-02-21,0.48393674090509925,0.6746036680136775,0.29349529780564243,0.6889045409347032
2022-02-22,0.5014254460180023,0.6746036680136775,0.29153605015673945,0.6852502485913159
